X.chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr4	991955	992055	6262003	6262009	Liver_Hepatocytes	chr4:991955-992055	6CpGs	100bp	0.129	0.94	0.811	0.649	0.101	2.51e-81	U
chr4	1021032	1021679	6263379	6263395	Blood_B_cells	chr4:1021032-1021679	16CpGs	647bp	0.139	0.891	0.753	0.536	0.455	3.61e-75	U
chr4	1100470	1100711	6265497	6265509	Pancreas_Acinar_cells	chr4:1100470-1100711	12CpGs	241bp	0.125	0.918	0.793	0.65	0.48	5.59e-81	U
chr4	1135264	1135810	6266020	6266028	Pancreas_Acinar_cells	chr4:1135264-1135810	8CpGs	546bp	0.0796	0.879	0.8	0.63	0.381	7.15e-56	U
chr4	1214553	1214753	6267930	6267940	Head_Neck_Epithelium	chr4:1214553-1214753	10CpGs	200bp	0.133	0.875	0.742	0.486	-0.269	1.13e-67	U
chr4	1333393	1333662	6271699	6271708	Monocytes_Macrophages	chr4:1333393-1333662	9CpGs	269bp	0.25	0.921	0.671	0.481	0.0979	1.76e-92	U
chr4	1369140	1369449	6272981	6272996	Pancreas_Duct_cells	chr4:1369140-1369449	15CpGs	309bp	0.147	0.905	0.758	0.607	0.259	3.59e-66	U
chr4	1370240	1370609	6273023	6273047	Pancreas_Duct_cells	chr4:1370240-1370609	24CpGs	369bp	0.189	0.928	0.739	0.605	0.0667	1.2e-50	U
chr4	1371157	1371642	6273058	6273073	Gastric_Epithelium	chr4:1371157-1371642	15CpGs	485bp	0.0906	0.909	0.819	0.673	0.562	1.09e-125	U
chr4	1382399	1382636	6273503	6273519	Oligodendrocytes	chr4:1382399-1382636	16CpGs	237bp	0.141	0.931	0.79	0.65	0.439	7.69e-90	U
chr4	1493295	1493428	6276336	6276346	Skeletal-Muscle	chr4:1493295-1493428	10CpGs	133bp	0.304	0.835	0.531	0.28	-0.183	1.06e-12	U
chr4	1533152	1533320	6277447	6277461	Kidney_Epithelium	chr4:1533152-1533320	14CpGs	168bp	0.283	0.909	0.626	0.445	0.233	7.35e-81	U
chr4	1635555	1635993	6280794	6280806	Lung_Alveolar_Epithelium	chr4:1635555-1635993	12CpGs	438bp	0.175	0.91	0.734	0.578	0.36	4.91e-63	U
chr4	1687389	1687448	6282423	6282428	Skeletal-Muscle	chr4:1687389-1687448	5CpGs	59bp	0.359	0.863	0.504	0.26	0.207	2.23e-15	U
chr4	1777310	1777379	6285185	6285189	Pancreas_Duct_cells	chr4:1777310-1777379	4CpGs	69bp	0.149	0.881	0.733	0.561	0.359	4e-50	U
chr4	1803917	1803945	6286308	6286312	Pancreas_Duct_cells	chr4:1803917-1803945	4CpGs	28bp	0.208	0.86	0.652	0.398	0.284	6.61e-30	U
chr4	1951732	1951945	6289541	6289545	Neurons	chr4:1951732-1951945	4CpGs	213bp	0.33	0.892	0.562	0.315	-0.261	3.15e-49	U
chr4	2250373	2250637	6294967	6294987	Breast_Basal_Epithelium	chr4:2250373-2250637	20CpGs	264bp	0.205	0.897	0.692	0.576	-0.02	1.59e-45	U
chr4	2331201	2331258	6296946	6296953	Bladder_Epithelial_cells	chr4:2331201-2331258	7CpGs	57bp	0.359	0.911	0.552	0.423	0.0232	1.66e-42	U
chr4	2356221	2356411	6297500	6297508	Neurons	chr4:2356221-2356411	8CpGs	190bp	0.29	0.868	0.578	0.43	-0.097	4.03e-56	U
chr4	2367150	2367364	6297809	6297813	Neurons	chr4:2367150-2367364	4CpGs	214bp	0.304	0.909	0.605	0.39	-0.181	4.79e-63	U
chr4	2415820	2416173	6298844	6298851	Neurons	chr4:2415820-2416173	7CpGs	353bp	0.26	0.889	0.629	0.354	0.0719	4.08e-64	U
chr4	2559575	2559630	6302301	6302304	Ovary_Endometrial_Epithelium	chr4:2559575-2559630	3CpGs	55bp	0.116	0.888	0.772	0.495	-0.171	4.93e-26	U
chr4	2607726	2607770	6303074	6303077	Kidney_Epithelium	chr4:2607726-2607770	3CpGs	44bp	0.349	0.922	0.573	0.35	-0.154	1.61e-47	U
chr4	2702922	2703162	6304581	6304585	Gastric_Epithelium	chr4:2702922-2703162	4CpGs	240bp	0.0363	0.928	0.892	0.753	0.141	1.95e-97	U
chr4	2703212	2703394	6304586	6304591	Gastric_Epithelium	chr4:2703212-2703394	5CpGs	182bp	0.132	0.926	0.794	0.644	0.157	1.5e-104	U
chr4	2851871	2851928	6307882	6307888	Blood_B_cells	chr4:2851871-2851928	6CpGs	57bp	0.12	0.901	0.781	0.556	-0.0236	4.46e-42	U
chr4	2875931	2876052	6308134	6308140	Oligodendrocytes	chr4:2875931-2876052	6CpGs	121bp	0.0823	0.946	0.864	0.768	0.555	5.44e-119	U
chr4	2950665	2950844	6309720	6309724	Heart_Fibroblasts	chr4:2950665-2950844	4CpGs	179bp	0.188	0.855	0.666	0.425	-0.00659	1.89e-28	U
chr4	2959465	2959745	6309924	6309933	Bladder_Epithelial_cells	chr4:2959465-2959745	9CpGs	280bp	0.176	0.931	0.755	0.603	0.412	9.53e-82	U
chr4	2960114	2960596	6309939	6309950	Bladder_Epithelial_cells	chr4:2960114-2960596	11CpGs	482bp	0.314	0.91	0.596	0.396	0.307	2.78e-63	U
chr4	2998942	2999308	6310659	6310666	Small_intestine_Epithelium	chr4:2998942-2999308	7CpGs	366bp	0.249	0.919	0.67	0.48	0.00853	1.36e-57	U
chr4	3003059	3003347	6310706	6310713	Pancreas_Alpha_cells	chr4:3003059-3003347	7CpGs	288bp	0.208	0.902	0.694	0.501	0.323	3.24e-44	U
chr4	3089504	3090073	6312317	6312321	Ovary_Endometrial_Epithelium	chr4:3089504-3090073	4CpGs	569bp	0.333	0.9	0.567	0.412	-0.112	2.74e-31	U
chr4	3098683	3098904	6312459	6312462	Dermal_Fibroblasts	chr4:3098683-3098904	3CpGs	221bp	0.267	0.881	0.614	0.374	-0.0783	4.95e-169	U
chr4	3104183	3104294	6312529	6312537	Liver_Hepatocytes	chr4:3104183-3104294	8CpGs	111bp	0.0796	0.935	0.856	0.782	0.577	1.81e-133	U
chr4	3157246	3157690	6313157	6313162	Pancreas_Acinar_cells	chr4:3157246-3157690	5CpGs	444bp	0.128	0.896	0.768	0.619	0.473	1.48e-66	U
chr4	3166290	3166464	6313246	6313252	Heart_Cardiomyocytes	chr4:3166290-3166464	6CpGs	174bp	0.0818	0.907	0.825	0.671	0.565	1.16e-80	U
chr4	3178045	3178505	6313405	6313418	Pancreas_Acinar_cells	chr4:3178045-3178505	13CpGs	460bp	0.0536	0.927	0.874	0.757	0.701	4.13e-103	U
chr4	3178738	3178817	6313420	6313424	Pancreas_Acinar_cells	chr4:3178738-3178817	4CpGs	79bp	0.105	0.948	0.843	0.754	0.6	8.33e-123	U
chr4	3179659	3180729	6313435	6313445	Pancreas_Acinar_cells	chr4:3179659-3180729	10CpGs	1070bp	0.0526	0.919	0.866	0.773	0.674	7.43e-103	U
chr4	3180815	3181284	6313446	6313457	Pancreas_Acinar_cells	chr4:3180815-3181284	11CpGs	469bp	0.163	0.923	0.761	0.643	0.408	1.38e-86	U
chr4	3188632	3188804	6313556	6313559	Pancreas_Alpha_cells	chr4:3188632-3188804	3CpGs	172bp	0.12	0.944	0.824	0.721	0.443	5.12e-75	U
chr4	3205823	3206327	6313797	6313809	Liver_Hepatocytes	chr4:3205823-3206327	12CpGs	504bp	0.0735	0.917	0.844	0.764	0.0591	6.41e-71	U
chr4	3215286	3215397	6313951	6313957	Breast_Luminal_Epithelium	chr4:3215286-3215397	6CpGs	111bp	0.133	0.914	0.78	0.591	0.103	1.6e-30	U
chr4	3303867	3304192	6316221	6316226	Pancreas_Alpha_cells	chr4:3303867-3304192	5CpGs	325bp	0.0364	0.887	0.851	0.698	0.617	8.09e-63	U
chr4	3331069	3331134	6316817	6316821	Pancreas_Acinar_cells	chr4:3331069-3331134	4CpGs	65bp	0.0562	0.919	0.863	0.661	0.0456	2.15e-52	U
chr4	3401409	3401806	6318065	6318082	Prostate_Epithelium	chr4:3401409-3401806	17CpGs	397bp	0.205	0.931	0.726	0.562	0.344	2.7e-82	U
chr4	3515050	3515139	6321532	6321538	Breast_Basal_Epithelium	chr4:3515050-3515139	6CpGs	89bp	0.0855	0.868	0.783	0.535	0.33	2.57e-37	U
chr4	3530089	3530330	6322031	6322043	Neurons	chr4:3530089-3530330	12CpGs	241bp	0.219	0.865	0.646	0.432	0.126	1.16e-67	U
chr4	3646030	3646059	6324503	6324506	Skeletal-Muscle	chr4:3646030-3646059	3CpGs	29bp	0.387	0.84	0.453	0.225	0.164	3.59e-12	U
chr4	3826729	3826838	6328968	6328971	Pancreas_Duct_cells	chr4:3826729-3826838	3CpGs	109bp	0.108	0.827	0.719	0.472	0.175	3.17e-32	U
chr4	3946851	3947114	6331277	6331288	Ovary_Endometrial_Epithelium	chr4:3946851-3947114	11CpGs	263bp	0.166	0.917	0.751	0.569	0.192	6.92e-71	U
chr4	4200261	4200336	6335480	6335485	Colon_Epithelium	chr4:4200261-4200336	5CpGs	75bp	0.037	0.882	0.844	0.618	0.00754	3.73e-57	U
chr4	4261442	4261670	6336421	6336426	Lung_Alveolar_Epithelium	chr4:4261442-4261670	5CpGs	228bp	0.0623	0.839	0.777	0.545	0.289	1.08e-36	U
chr4	4285152	4285233	6336741	6336746	Erythrocyte_progenitors	chr4:4285152-4285233	5CpGs	81bp	0.053	0.924	0.871	0.724	0.103	1.12e-30	U
chr4	4378255	4378332	6338230	6338236	Heart_Fibroblasts	chr4:4378255-4378332	6CpGs	77bp	0.124	0.896	0.772	0.537	0.0658	1.01e-33	U
chr4	4428957	4429459	6339431	6339437	Oligodendrocytes	chr4:4428957-4429459	6CpGs	502bp	0.125	0.929	0.804	0.649	0.488	1.57e-77	U
chr4	4485978	4486653	6340004	6340013	Ovary_Endometrial_Epithelium	chr4:4485978-4486653	9CpGs	675bp	0.272	0.894	0.622	0.381	-0.429	1.85e-30	U
chr4	4493289	4493916	6340066	6340072	Ovary_Endometrial_Epithelium	chr4:4493289-4493916	6CpGs	627bp	0.21	0.898	0.688	0.345	-0.409	1.07e-24	U
chr4	4543612	4544122	6340532	6340548	Breast_Basal_Epithelium	chr4:4543612-4544122	16CpGs	510bp	0.158	0.892	0.735	0.552	0.222	9.12e-50	U
chr4	4561976	4562134	6340715	6340720	Breast_Basal_Epithelium	chr4:4561976-4562134	5CpGs	158bp	0.117	0.937	0.821	0.621	0.324	6.08e-63	U
chr4	4759145	4759326	6342912	6342921	Ovary_Endometrial_Epithelium	chr4:4759145-4759326	9CpGs	181bp	0.173	0.916	0.743	0.619	0.231	4.23e-61	U
chr4	5127426	5127552	6347565	6347568	Pancreas_Alpha_cells	chr4:5127426-5127552	3CpGs	126bp	0.0382	0.883	0.844	0.596	0.514	1.5e-40	U
chr4	5480039	5480283	6350889	6350893	Pancreas_Duct_cells	chr4:5480039-5480283	4CpGs	244bp	0.28	0.885	0.605	0.32	-0.466	4.96e-22	U
chr4	5760771	5760842	6354125	6354129	Head_Neck_Epithelium	chr4:5760771-5760842	4CpGs	71bp	0.109	0.907	0.799	0.497	0.0844	3.37e-79	U
chr4	5825409	5825742	6355002	6355011	Erythrocyte_progenitors	chr4:5825409-5825742	9CpGs	333bp	0.0955	0.915	0.82	0.698	0.503	6.72e-74	U
chr4	6049942	6050001	6358849	6358853	Skeletal-Muscle	chr4:6049942-6050001	4CpGs	59bp	0.353	0.901	0.548	0.235	-0.0159	6.96e-14	U
chr4	6268931	6268954	6362373	6362376	Pancreas_Alpha_cells	chr4:6268931-6268954	3CpGs	23bp	0.114	0.837	0.723	0.473	0.324	7.97e-28	U
chr4	6342872	6342946	6364141	6364146	Neurons	chr4:6342872-6342946	5CpGs	74bp	0.264	0.893	0.629	0.424	-0.103	2.58e-63	U
chr4	6695208	6695387	6370660	6370665	Bladder_Epithelial_cells	chr4:6695208-6695387	5CpGs	179bp	0.181	0.922	0.742	0.396	0.128	1.05e-44	U
chr4	6731130	6731220	6371403	6371407	Erythrocyte_progenitors	chr4:6731130-6731220	4CpGs	90bp	0.0684	0.869	0.801	0.605	0.533	2.49e-40	U
chr4	6753436	6753634	6371861	6371869	Liver_Hepatocytes	chr4:6753436-6753634	8CpGs	198bp	0.167	0.926	0.759	0.641	0.394	9.94e-107	U
chr4	6828956	6829163	6373039	6373043	Heart_Fibroblasts	chr4:6828956-6829163	4CpGs	207bp	0.226	0.9	0.674	0.43	0.0957	1.27e-38	U
chr4	6921765	6921991	6374631	6374638	Liver_Hepatocytes	chr4:6921765-6921991	7CpGs	226bp	0.148	0.919	0.771	0.7	0.5	1.95e-112	U
chr4	6922107	6922471	6374639	6374648	Liver_Hepatocytes	chr4:6922107-6922471	9CpGs	364bp	0.119	0.919	0.8	0.657	0.352	1.71e-96	U
chr4	6938037	6938208	6374967	6374974	Monocytes_Macrophages	chr4:6938037-6938208	7CpGs	171bp	0.189	0.873	0.684	0.442	-0.452	5.3e-41	U
chr4	6972360	6972398	6375703	6375707	Gallbladder_epithelium	chr4:6972360-6972398	4CpGs	38bp	0.0337	0.909	0.875	0.642	0.0963	8.3e-187	U
chr4	6972912	6973069	6375717	6375724	Pancreas_Delta_cells	chr4:6972912-6973069	7CpGs	157bp	0.107	0.881	0.773	0.483	0.278	7.66e-39	U
chr4	6979535	6980570	6375871	6375878	Pancreas_Delta_cells	chr4:6979535-6980570	7CpGs	1035bp	0.107	0.922	0.816	0.682	0.605	4.86e-81	U
chr4	7016647	7016777	6376604	6376609	Liver_Hepatocytes	chr4:7016647-7016777	5CpGs	130bp	0.194	0.934	0.74	0.705	-0.158	5.22e-70	U
chr4	7105275	7105368	6378749	6378755	Bone_Osteoblasts	chr4:7105275-7105368	6CpGs	93bp	0.124	0.904	0.78	0.622	0.498	7.87e-224	U
chr4	7121897	7121959	6379055	6379061	Bone_Osteoblasts	chr4:7121897-7121959	6CpGs	62bp	0.191	0.9	0.708	0.585	0.359	5.91e-216	U
chr4	7226936	7226990	6381221	6381225	Lung_Alveolar_Epithelium	chr4:7226936-7226990	4CpGs	54bp	0.173	0.905	0.732	0.543	0.306	6.89e-56	U
chr4	7496309	7496370	6386435	6386439	Heart_Fibroblasts	chr4:7496309-7496370	4CpGs	61bp	0.252	0.914	0.662	0.471	0.279	6.49e-46	U
chr4	7598713	7599163	6388263	6388275	Lung_Alveolar_Epithelium	chr4:7598713-7599163	12CpGs	450bp	0.0572	0.88	0.823	0.568	-0.0392	1.91e-30	U
chr4	7790501	7790785	6392264	6392269	Pancreas_Duct_cells	chr4:7790501-7790785	5CpGs	284bp	0.197	0.898	0.701	0.458	0.279	2.28e-49	U
chr4	7983211	7983321	6395507	6395518	Small_intestine_Epithelium	chr4:7983211-7983321	11CpGs	110bp	0.155	0.912	0.758	0.494	0.248	1.16e-58	U
chr4	8034060	8034906	6396647	6396655	Bone_Osteoblasts	chr4:8034060-8034906	8CpGs	846bp	0.0996	0.9	0.8	0.538	0.324	4.14e-192	U
chr4	8152590	8152617	6399302	6399305	Skeletal-Muscle	chr4:8152590-8152617	3CpGs	27bp	0.375	0.832	0.458	0.236	0.154	5.03e-12	U
chr4	8271488	8271783	6402296	6402308	Smooth_Muscle_cells	chr4:8271488-8271783	12CpGs	295bp	0.293	0.862	0.569	0.422	-0.529	2.76e-23	U
chr4	8288185	8288367	6402716	6402724	Blood_Granulocytes	chr4:8288185-8288367	8CpGs	182bp	0.0536	0.911	0.858	0.641	0.446	1.75e-49	U
chr4	8380252	8381256	6404433	6404457	Heart_Cardiomyocytes	chr4:8380252-8381256	24CpGs	1004bp	0.13	0.93	0.8	0.734	0.287	1.23e-103	U
chr4	8461290	8461630	6406118	6406123	Kidney_Epithelium	chr4:8461290-8461630	5CpGs	340bp	0.278	0.897	0.619	0.363	0.0104	5.02e-50	U
chr4	8461929	8462177	6406127	6406131	Kidney_Epithelium	chr4:8461929-8462177	4CpGs	248bp	0.283	0.936	0.653	0.412	0.0692	3.71e-72	U
chr4	8484876	8484966	6406646	6406649	Dermal_Fibroblasts	chr4:8484876-8484966	3CpGs	90bp	0.225	0.869	0.643	0.377	0.173	3.15e-166	U
chr4	8485761	8486417	6406659	6406673	Bone_Osteoblasts	chr4:8485761-8486417	14CpGs	656bp	0.163	0.903	0.74	0.582	0.513	1.18e-235	U
chr4	9146818	9147161	6419349	6419358	Colon_Epithelium	chr4:9146818-9147161	9CpGs	343bp	0.104	0.931	0.827	0.618	0.466	3.56e-102	U
chr4	9686619	9687200	6428039	6428045	Pancreas_Beta_cells	chr4:9686619-9687200	6CpGs	581bp	0.149	0.905	0.756	0.461	0.337	6.18e-33	U
chr4	9699065	9699341	6428293	6428300	Ovary_Endometrial_Epithelium	chr4:9699065-9699341	7CpGs	276bp	0.204	0.886	0.682	0.366	-0.0242	2.58e-30	U
chr4	9699375	9699456	6428301	6428305	Ovary_Endometrial_Epithelium	chr4:9699375-9699456	4CpGs	81bp	0.161	0.895	0.734	0.387	-0.0539	2.42e-31	U
chr4	10059360	10059460	6432182	6432185	Pancreas_Duct_cells	chr4:10059360-10059460	3CpGs	100bp	0.328	0.904	0.576	0.311	0.153	3.72e-27	U
chr4	10081377	10081599	6432525	6432535	Breast_Basal_Epithelium	chr4:10081377-10081599	10CpGs	222bp	0.144	0.909	0.765	0.528	0.382	3.68e-53	U
chr4	10102301	10102384	6433025	6433028	Skeletal-Muscle	chr4:10102301-10102384	3CpGs	83bp	0.368	0.901	0.533	0.31	0.206	1.32e-19	U
chr4	10161746	10162215	6433976	6433984	Blood_T_cells	chr4:10161746-10162215	8CpGs	469bp	0.292	0.894	0.602	0.317	0.0197	5.83e-85	U
chr4	10974718	10974784	6440631	6440635	Blood_B_cells	chr4:10974718-10974784	4CpGs	66bp	0.0522	0.915	0.863	0.604	0.509	1.09e-61	U
chr4	11024695	11024882	6441000	6441004	Pancreas_Duct_cells	chr4:11024695-11024882	4CpGs	187bp	0.101	0.883	0.782	0.527	0.187	3.39e-32	U
chr4	11197786	11197820	6442136	6442140	Head_Neck_Epithelium	chr4:11197786-11197820	4CpGs	34bp	0.136	0.894	0.758	0.491	0.167	1.25e-74	U
chr4	13126453	13126489	6454510	6454514	Skeletal-Muscle	chr4:13126453-13126489	4CpGs	36bp	0.372	0.92	0.549	0.41	0.0465	6.6e-27	U
chr4	13196594	13196691	6455046	6455050	Lung_Bronchial_Epithelium	chr4:13196594-13196691	4CpGs	97bp	0.0946	0.903	0.808	0.49	0.249	1.29e-31	U
chr4	13580406	13580591	6458560	6458565	Oligodendrocytes	chr4:13580406-13580591	5CpGs	185bp	0.0808	0.888	0.808	0.657	0.314	2.5e-54	U
chr4	13585519	13585924	6458598	6458603	Head_Neck_Epithelium	chr4:13585519-13585924	5CpGs	405bp	0.153	0.886	0.733	0.511	0.193	3.54e-82	U
chr4	14101351	14101552	6461944	6461947	Lung_Alveolar_Epithelium	chr4:14101351-14101552	3CpGs	201bp	0.101	0.899	0.797	0.558	0.303	9.25e-50	U
chr4	14337354	14337733	6463304	6463309	Bladder_Epithelial_cells	chr4:14337354-14337733	5CpGs	379bp	0.27	0.92	0.65	0.51	0.146	2.01e-57	U
chr4	15106080	15106196	6468360	6468364	Heart_Fibroblasts	chr4:15106080-15106196	4CpGs	116bp	0.226	0.887	0.661	0.405	0.234	4.16e-36	U
chr4	15351600	15352001	6469994	6469999	Kidney_Epithelium	chr4:15351600-15352001	5CpGs	401bp	0.253	0.898	0.645	0.402	0.144	8.5e-58	U
chr4	15464519	15464606	6470715	6470722	Lung_Bronchial_Epithelium	chr4:15464519-15464606	7CpGs	87bp	0.176	0.938	0.762	0.657	0.13	6.74e-60	U
chr4	15784826	15785220	6473617	6473626	Blood_B_cells	chr4:15784826-15785220	9CpGs	394bp	0.0924	0.909	0.816	0.558	0.448	1.18e-64	U
chr4	15949166	15949424	6475148	6475153	Head_Neck_Epithelium	chr4:15949166-15949424	5CpGs	258bp	0.201	0.911	0.711	0.568	-0.188	1.82e-78	U
chr4	15962258	15962466	6475263	6475269	Blood_T_cells	chr4:15962258-15962466	6CpGs	208bp	0.19	0.879	0.689	0.317	-0.32	3.14e-58	U
chr4	16030773	16031329	6476051	6476064	Gallbladder_epithelium	chr4:16030773-16031329	13CpGs	556bp	0.0549	0.916	0.861	0.708	0.588	3.18e-242	U
chr4	16271259	16271332	6478508	6478512	Pancreas_Delta_cells	chr4:16271259-16271332	4CpGs	73bp	0.311	0.852	0.541	0.241	-0.0776	3.89e-15	U
chr4	16583057	16583316	6480776	6480784	Pancreas_Beta_cells	chr4:16583057-16583316	8CpGs	259bp	0.187	0.902	0.715	0.503	0.331	1.14e-44	U
chr4	16693416	16693425	6481671	6481674	Bone_Osteoblasts	chr4:16693416-16693425	3CpGs	9bp	0.0862	0.914	0.828	0.572	0.228	4.71e-201	U
chr4	16693441	16693599	6481675	6481683	Bone_Osteoblasts	chr4:16693441-16693599	8CpGs	158bp	0.0548	0.87	0.816	0.597	0.487	2.28e-205	U
chr4	17082043	17082545	6485102	6485110	Heart_Fibroblasts	chr4:17082043-17082545	8CpGs	502bp	0.102	0.887	0.785	0.566	0.385	1.44e-55	U
chr4	17505913	17506255	6488360	6488365	Colon_Epithelium	chr4:17505913-17506255	5CpGs	342bp	0.0557	0.919	0.863	0.593	0.121	4.35e-56	U
chr4	17651516	17651969	6490510	6490513	Blood_T_cells	chr4:17651516-17651969	3CpGs	453bp	0.0976	0.826	0.728	0.475	0.0418	9.58e-80	U
chr4	17877355	17877684	6492713	6492717	Pancreas_Duct_cells	chr4:17877355-17877684	4CpGs	329bp	0.105	0.919	0.814	0.579	0.518	1.28e-58	U
chr4	18138989	18139088	6494474	6494482	Head_Neck_Epithelium	chr4:18138989-18139088	8CpGs	99bp	0.192	0.916	0.723	0.569	-0.157	5.52e-78	U
chr4	18615664	18616053	6497317	6497320	Gastric_Epithelium	chr4:18615664-18616053	3CpGs	389bp	0.0532	0.918	0.865	0.578	0.356	6.23e-85	U
chr4	19455824	19456110	6501950	6501964	Ovary_Endometrial_Epithelium	chr4:19455824-19456110	14CpGs	286bp	0.0521	0.898	0.846	0.598	-0.0404	5.4e-35	U
chr4	19456817	19457082	6501974	6501993	Ovary_Endometrial_Epithelium	chr4:19456817-19457082	19CpGs	265bp	0.272	0.917	0.645	0.338	-0.368	1.54e-39	U
chr4	20061540	20061578	6505455	6505459	Gastric_Epithelium	chr4:20061540-20061578	4CpGs	38bp	0.0426	0.948	0.906	0.816	0.555	1.1e-151	U
chr4	20352805	20353045	6507407	6507412	Pancreas_Duct_cells	chr4:20352805-20353045	5CpGs	240bp	0.0839	0.876	0.792	0.567	0.424	6.69e-48	U
chr4	20635470	20635672	6509427	6509435	Colon_Epithelium	chr4:20635470-20635672	8CpGs	202bp	0.112	0.895	0.782	0.621	0.412	2.83e-92	U
chr4	22166867	22167393	6519184	6519188	Dermal_Fibroblasts	chr4:22166867-22167393	4CpGs	526bp	0.374	0.899	0.525	0.346	0.108	5.48e-180	U
chr4	22600292	22600929	6522541	6522549	Fallopian_Epithelium	chr4:22600292-22600929	8CpGs	637bp	0.0345	0.869	0.835	0.564	0.228	2.85e-29	U
chr4	22601643	22602107	6522555	6522564	Fallopian_Epithelium	chr4:22601643-22602107	9CpGs	464bp	0.113	0.925	0.812	0.662	0.369	3.34e-66	U
chr4	22602741	22602903	6522567	6522575	Fallopian_Epithelium	chr4:22602741-22602903	8CpGs	162bp	0.0625	0.913	0.85	0.656	0.487	2.07e-65	U
chr4	22605087	22605428	6522593	6522605	Fallopian_Epithelium	chr4:22605087-22605428	12CpGs	341bp	0.0394	0.901	0.862	0.643	0.0383	4.55e-40	U
chr4	22702215	22702319	6523381	6523385	Heart_Fibroblasts	chr4:22702215-22702319	4CpGs	104bp	0.113	0.885	0.772	0.465	0.263	2.21e-37	U
chr4	22919141	22919157	6524855	6524858	Pancreas_Delta_cells	chr4:22919141-22919157	3CpGs	16bp	0.0913	0.925	0.834	0.585	0.288	2.43e-44	U
chr4	24061266	24061481	6532054	6532059	Bone_Osteoblasts	chr4:24061266-24061481	5CpGs	215bp	0.181	0.913	0.732	0.582	0.334	2.7e-214	U
chr4	24177973	24178232	6532960	6532965	Small_intestine_Epithelium	chr4:24177973-24178232	5CpGs	259bp	0.169	0.912	0.743	0.505	0.351	7.05e-58	U
chr4	24321558	24321575	6534151	6534154	Head_Neck_Epithelium	chr4:24321558-24321575	3CpGs	17bp	0.064	0.86	0.796	0.557	-0.259	1.45e-59	U
chr4	24355730	24355770	6534525	6534530	Ovary_Endometrial_Epithelium	chr4:24355730-24355770	5CpGs	40bp	0.182	0.879	0.696	0.37	-0.452	5.58e-20	U
chr4	24796513	24796550	6539009	6539012	Pancreas_Duct_cells	chr4:24796513-24796550	3CpGs	37bp	0.202	0.898	0.697	0.407	0.198	2.31e-36	U
chr4	24855330	24856124	6539765	6539770	Fallopian_Epithelium	chr4:24855330-24856124	5CpGs	794bp	0.192	0.903	0.711	0.54	0.0837	9.04e-35	U
chr4	25065967	25066395	6541892	6541899	Heart_Fibroblasts	chr4:25065967-25066395	7CpGs	428bp	0.144	0.893	0.749	0.491	0.154	2.89e-37	U
chr4	25302477	25302775	6544226	6544232	Gastric_Epithelium	chr4:25302477-25302775	6CpGs	298bp	0.0816	0.915	0.834	0.691	0.443	5.12e-115	U
chr4	25303001	25303132	6544235	6544244	Gastric_Epithelium	chr4:25303001-25303132	9CpGs	131bp	0.0415	0.904	0.862	0.711	0.534	1.12e-115	U
chr4	25303180	25303453	6544244	6544256	Gastric_Epithelium	chr4:25303180-25303453	12CpGs	273bp	0.143	0.936	0.792	0.705	0.356	3.53e-132	U
chr4	25408327	25408623	6545327	6545332	Blood_Granulocytes	chr4:25408327-25408623	5CpGs	296bp	0.0264	0.926	0.9	0.625	0.365	3.8e-44	U
chr4	25513705	25514043	6546492	6546499	Lung_Alveolar_Epithelium	chr4:25513705-25514043	7CpGs	338bp	0.0914	0.894	0.802	0.538	0.362	2.45e-50	U
chr4	25852472	25852585	6550773	6550778	Lung_Bronchial_Epithelium	chr4:25852472-25852585	5CpGs	113bp	0.28	0.928	0.648	0.43	-0.0819	6.44e-31	U
chr4	25875375	25875759	6551216	6551223	Blood_B_cells	chr4:25875375-25875759	7CpGs	384bp	0.0828	0.914	0.831	0.518	0.207	1.76e-56	U
chr4	26024193	26024361	6552885	6552889	Liver_Hepatocytes	chr4:26024193-26024361	4CpGs	168bp	0.0916	0.918	0.827	0.687	0.00681	1.05e-70	U
chr4	26183421	26183484	6554422	6554425	Bladder_Epithelial_cells	chr4:26183421-26183484	3CpGs	63bp	0.17	0.903	0.733	0.463	0.174	4.23e-44	U
chr4	26442118	26442237	6557281	6557285	Gastric_Epithelium	chr4:26442118-26442237	4CpGs	119bp	0.0473	0.919	0.872	0.692	0.461	8.39e-108	U
chr4	26730984	26731333	6559460	6559465	Fallopian_Epithelium	chr4:26730984-26731333	5CpGs	349bp	0.214	0.935	0.72	0.517	0.23	1.71e-49	U
chr4	26908522	26908645	6560974	6560979	Epidermal_Keratinocytes	chr4:26908522-26908645	5CpGs	123bp	0.318	0.937	0.618	0.476	0.405	2.28e-230	U
chr4	26909035	26909183	6560984	6560987	Pancreas_Duct_cells	chr4:26909035-26909183	3CpGs	148bp	0.378	0.934	0.556	0.347	-0.0123	5.58e-35	U
